siret,fournisseur
44044842100071,OMEGA RESTAURATION
79527426500037,LOCALIZZ SAS PLDP
55204499202622,POMONA
33515939800031,LA HALLES AUX FRUITS
38500623400160,PRO A PRO MONTAUBAN
38500623400038,PRO A PRO DISTRIBUTION SUD *
38500623400368,PRO A PRO PERPIGNAN CEDEX
38500623400426,PRO A PRO RUNGIS
34143410800120,PRO A PRO DISTRIBUTION NORD
34143410800062,PRO A PRO DISTRIBUTION NORD
34143410800161,PRO A PRO DISTRIBUTION NORD
34143410800112,PRO A PRO DISTRIBUTION NORD
84319036400011,PRODUITS DE NOS PLAISNE
83372765400026,LA VIE CLAIRE
80053265700023,QUADRATURE RESTAURATION
89892943500011,QUETTAL
49921646300012,REGIMES ET DELICES
92712036000031,RIBEPRIM
80692017900041,SA MARCO ET DANIELOU
88033214300044,SAE VITAMINES
34292868600019,SAINT PIERRE U EXPRESS
75287687000011,PLEIN CHAMPS
89937531500012,SARL AUX PRES DICI
81354993800013,PROXI
44443731300026,S.C.A. SAVEURS FERMIERES
75233313800010,SCOP UNISVERT
91301680400019,BIOCOOP
94932935300013,SDA-SUPER DISTRIBUTEUR ALIMENTAI
39051326500111,SHCB
39051326500244,SHCB
39051326500178,SHCB
39051326500251,SHCB
39051326500145,SHCB
30751822500049,SNRH SOC NICO REPAS HOTEL LOIS
42975587900039,STE COOPERATIVE AGRICOLE NORABIO
51961294900015,STE DE DISTRI COURTHEZONNAISE
33825313112642,SODEXO
33825313109309,SODEXO
33825313111800,SODEXO
33825313113814,SODEXO
33825313110091,SODEXO
33825313110182,SODEXO
33825313107634,SODEXO
33825313110125,SODEXO
33825313110992,SODEXO
33825313104839,SODEXO
39234308300037,SODEXO
57210217619474,SOGERES
57210217604070,SOGERES
57210217605879,SOGERES
57210217620142,SOGERES
57210217607636,SOGERES
57210217613568,SOGERES
57210217614285,SOGERES
57210217623476,SOGERES
57210217627303,SOGERES
57210217611331,SOGERES
50161143800026,SOLIBIO
48532619300029,COCCIMARKET
50760055900029,SORESET LE RESTAU VERT
90526163200012,LA VIE CLAIRE
38144288800024,SPENNINCK
79385813500015,SR COLLECTIVITES
47803385500022,ST MAX TRAITEUR
80133114100011,EPICERIE L ESTANGUETTE
38286942800104,SUD EST TRAITEUR
78548035101869,SUPERMARCHES MATCH
44718001900013,TERNAO SARL
44718001900047,TERNAO SARL
32352844800653,TERRES DE CUISINE PIERREVERT
32352844800638,TERRES DE CUISINE MAIRIE DE BONN
32352844800547,TERRES DE CUISINE PIERRELATTE
32352844800471,TERRES DE CUISINE SANARY
32352844800463,TERRES DE CUISINE FLAYOSC
32352844800422,TERRES DE CUISINE VALENSOLE
32352844800414,TERRES DE CUISINE LA CHESNERAIE
32352844800158,TERRES DE CUISINE ST CHARLES
32352844800554,TERRES DE CUISINE ROMANS / ISERE
32352844800448,TERRES DE CUISINE ALES
32352844800067,TERRES DE CUISINE MANOSQUE
32352844800042,TERRES DE CUISINE
32352844800075,TERRES DE CUISINE SIX FOURS
53255628900017,TERROIR ARIEGE PYRENEES
51332116600011,TIKECO
43392733200570,TRANSGOURMET OPERATIONS - ARQUES
43392733200711,TRANSGOURMET OPERATIONS - ARQUES
43392733200679,TRANSGOURMET OPERATIONS - PLERIN
43392733200760,TRANSGOURMET OPERATIONS - SAINT LOUBES
43392733200380,TRANSGOURMET OPERATIONS - TONNAY CHARENTE
43392733200125,TRANSGOURMET OPERATIONS - NARBONNE
43392733200331,TRANSGOURMET OPERATIONS - GOUZEAUCOURT
43392733200422,TRANSGOURMET OPERATIONS - BORDERES SUR LECHEZ
43392733200547,TRANSGOURMET OPERATIONS - CASTELNAU DESTRETEFONDS
43392733200562,TRANSGOURMET OPERATIONS - LE MUY
43392733200364,TRANSGOURMET OPERATIONS - LUDRES
43392733200745,TRANSGOURMET OPERATIONS - BORDEAUX
43392733200588,TRANSGOURMET OPERATIONS - COULOMMIERS
43392733200695,TRANSGOURMET OPERATIONS - LIMOGES
43392733200620,TRANSGOURMET OPERATIONS - QUIMPER
81046459400011,TROIS MILLE ET UN REPAS
38261334700022,YVELINES RESTAURATION
50066945200012,LA FERME LE BELA
84440148900019,DU CAP FOY
90134347500017,JB BIGORRE
92041021400018,GILORMINI JULIE
53081747700017,SO ET FI
39712044500010,PROLAINAT
33087222700021,SCEA LES ENFOURNEAUX
89373261000017,BOULANGERIE PATISSERIE JACQUIN
40197138700022,LA FOUACE SARTHOISE
84183832900016,LA PATE SARTHOISE
82838765400019,MAISON VAUVILLIER
95262570500019,SARL FORTIN
88913974700014,SCEA LES FRUITS DU PAYS D'OUCHE
41094047200021,SCV SOCIETE DE COMMERCIALISATION DES VIANDES
91418342100017,TOMMES & COMPAGNIE
33471871500041,SCI DES BAQUETS
38396801300011,EARL DU BOIS BRULE
53754660800010,FILIERE PECHE LA ROCHELLE
81856194600018,SARL TOMJEN (BOULANGERIE 4 PAINS)
33772466000010,GAEC DE LA MOUTHE
91355277400014,GAEC DES JARTHES
43194543500011,BOULANGERIE DES GARENNES
35130875400016,LACORRE DIDIER
51924936100014,FOURNIL DES JALOTS
83238458000011,BOULANGERIE PIRES
79807787100035,GECACIS (PROMOCASH)
39536345000010,TRELIDIS
82386968000012,JEAN BAPTISTE GOULIER (Aux goûts liés)
50130969400013,GEORGETTE MATERNAUD
33195234100021,LES PETITS PECHES BOURGUIGNONS
47996825700010,GAEC DE SOUS LA VELLE
52298054900029,OPHELIOWEN (La Petite Louisette)
44401135700019,EARL DE LA SANS FONNAISE
39294636400016,SCEA FERME ABBAYE LA PIERRE QUI VIRE
90500256400011,REFERENCE BFC
33457945500018,GAEC COLSON
52947938800017,CHEVRERIE DE BLANCEY
32092638900018,GAEC DU MONT LASSOIS
42364659500011,GAEC VILLARMET
79835981600013,BASTIEN GARNIER (La Goutte d'Or)
82161398100017,BON VIVANT
42274882200018,EARL BAUDOT
39881560500058,BOULANGERIE PATISSERIE MANCA
45301900200014,STEPHANE LEROUGE (Boulangerie)
85110533800020,SAS M.S DECOUPE (CARNESIEN)
91251998000011,MOULIN DU FOULON
31822719600025,SA TRUCHOT ALIMENTATION (SUPER U)
34915959000026,EARL BARBEROT PISCICULT SOURCES ECLIMONT
84480035900011,QUAI DES PAINS
42017809700036,BREST MAREE
53200536000013,APPERE DAVID
38488368200021,CREPERIE LAFONTAINE
91038946900016,LA FERME DU CORDIER
34866297400016,SCEA DE LOPOSCOAL
51324120800026,AGARI BREIZH
91165676700017,BREIZH SKORN (LES FERMIERS SABLES)
40365627500027,MARTIN JEAN (BOUCHERIE PLUMELIN)
98388726600010,PLUM' DE PAINS
94848195700017,LA FERME DE LA ROCHE BLEUE
44075217800028,DE CASTELLO
81290857200017,SAS LA POMMERAIE
50247568400010,LA FERME DU MONT D OR
68980147000113,SODILAC
39176929600016,BOULANGERIE PATISSERIE LA POMMERAIE
35241503800012,EARL BONNIN (LA FERME DES COUTURES)
92745186400015,LE PAIN AUTHENTIQUE
43528222300047,CHASTAING ET MAURY
98075202600016,LE PETIT PAIN
38354991200012,TERROIRS DE SAONE ET LOIRE
77565085600153,LES PAPILLONS BLANCS (ESAT LE BREUIL)
32225130700037,LE BREUIL DISTRIBUTION (CENTRE LECLERC)
83338570100010,SAS EDEN OSTREA
40344230400016,ETS BOUJU
32327649300018,GAEC LA BELLE CIGOGNE
63820069100118,LELIEVRE
35357385000032,PATIBIO
89762322900019,BOULANGERIE FOCH
89978463100025,NATURE & SAVEURS
81904238300011,GAEC DU RANC DE L'ARC
82478174400027,EARL AVIGNON C&C (LE CHANT DES COLLINES)
84112903400010,SARL CLATOT
81971089800019,EARL DU PIED-PALET
48913526900012,NORMANDE AVICOLE
80004097400027,LA PARISIENNE DE BAGUETTE LPB
79344066000033,L'ATELIER PAPILLES
42944945700028,SNACKING SERVICES (DAUNAT SERVICES)
21910479100070,PARAY-VIEILLE-POSTE
98277673400013,MANCHE POMME DE TERRE
41351752500031,SIEF GAUTIER-SARLAT
91973460800012,LA BAGUETTE MAGIQUE DU BREUIL
41050980600049,LE BREUIL INVEST (LECLERC)
83908851500011,LO MOLIÈR
51969827800024,NOUSTE EKILILI
32858048500030,SCA AGNEAUX LAIT PYRENEES AXURIA
53302488100021,BIOZKARIA
35380107900016,SOC D'EXPLOITATION PASCAL MASSONDE
88277893900018,IRINA
84174588800013,ALDABIA 2
52428666300025,BASTIDARRA
41971074400030,BASKALIA
38837400100047,BOULANGERIE POMMIERS
97841006600010,FERME ONDARS
79124670500028,BOULANGERIE GAIA
9588070400069,PEDAVIA
34163823700022,ALDABIA VOLAILLE
81746395300015,EURL N J B
39399785300014,ALIX JEAN-LUC
50195095000029,SARL BALIGAND
42120807500018,KARMIN (INTERMARCHE)
82856732100017,FERME DE LA CARRHEE
87960008800014,VIVIERS DE VATIERVILLE
90459883600024,GAINVILLE ANTHONY (3 PETITS POIS)
81336466800018,LEROY MICKAEL (SAVEURS ET GOURMANDISES)
85044837400015,SARL LEMONNIER
38863423000014,SARL LERAY POINTEL
33270157200023,SAS LAUDE
80879967000019,FERME FONTAINE
91102358800013,LILLE AUX GLACONS
38771393600012,PIRELLE (INTERMARCHE)
97813831100037,NETTO
91273729300015,LE VERGER DES FALAISES
80936344300023,RHIZOME
88220179100010,SARL AU PLAISIR GOURMAND
34911358900049,SMVB SALAISONS DU MORVAN VOLAILLES DE BRESSE
82876676600012,CHEVRERIE DE VAL-MONT
83825976000018,PICARD GAELLE
92759607200011,LE COMPTOIR POURHET
90507628700010,KB LE FOURNIL DE CHATEAULIN
34908456600018,EARL DE BEAUREGARD
81194393500015,TY FRUITS
38535813000016,SARL PONDI PLANTS
89116006100018,LA FERME DE BARBOULOTTE
34208610500018,LA FERME DE VILTAIN
48236535000016,LA GRANDE BOULANGERIE DE PARIS
84897568600041,GSKSOL
34743461500022,DEGRENNE DISTRIBUTION
40735027100018,UNI SERVICE DISTRIBUTION (LECLERC)
81873358600015,DUVERGER CECILE
91755757100010,LE PHENIX
49204791500011,SM PRIMEURS
83531950000012,SAVEURS DU MAINE TRAITEUR HARDY
81305072100014,MONSIEUR CLEMENT CHEMIN
32799998300015,SCEA TOBIET
81503568800010,LA FERME DE MARTROIS
50342209900047,MAISON ROCHE DE BELLENE
42326141100015,ANDRIOT GERARD MARIE
44028360400021,EURL JOLY FREDERIC
44450996200015,MONSIEUR VICTOR BONNOT
55200423600261,PURATOS
34829680700020,LA MAISON DU PERE TRANQUILLE
44358332300011,SAPAM STRASBOURG
32835018600016,SOC DE DISTRIBUTION DE L'AVRANCHIN (E. LECLERC)
75158240400016,GONFROY D
38838069300035,CAHU PHILIPPE
49414554300018,FOURNIL DU ROND POINT
33223588600048,P S F DISTRIBUTION PO FO DIS (LECLERC)
48461385600018,LA DAME BLANCHE
91254478000014,O MANOIR DE GLAM'S
40233931100019,MONSIEUR CLOVIS ROUSSEL
90228461100016,SOLIMAC (CARREFOUR MARKET)
94810784200015,GAEC DE LA SAGERIE
53481522000015,AUX DEUX SAVEURS
88952246200015,LUDO'PRIM
44399708500024,TRADICHEF
79251246900018,VERGER DU MAURAY
43503995300011,BOULANGERIE LECLUZE
42397216500025,MONSIEUR STEPHANE MAHIEU
82108633700036,PONTDIS
83918120300010,LES JARDINS DU SAPETON
90271766900011,LES LEGUMES DU LOUP
92110295000018,GOMEZ GOEZ WILSON DE JESUS
33455412800028,COTEAUX ST PAULOIS FENOCHIO JP &RENE
87938599500011,LA FERME DES GRENOUILLES
70980035300043,PVM
88301926700011,SARL LA FERME DUMESNIL
90292957900016,SANALB (VIVAL)
43464481100011,FERME DE LA MARE CAVELIERE
34395255200010,EARL DU COLOMBIER
44836580900012,GAEC DUBOC DES PETITS VAUX
89278918100021,L'ECAUX DES VINS
45363375200036,ETS MOULIN
84365966500023,NOUVELLE SOCIETE PELLOILLE
39891241000030,DISTRI FRAIS PRIMEURS
53183723500013,EARL BULE
53968501600013,J M A DISTRIBUTION
30303266800020,FERME DE LA TREMBLAYE
41038130500011,EARL LES ROUCHOUX
19430113100018,EPLEFPA ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DU VELAY
78888100100010,"AU FIL DE L'EAU, JARDIN DE COCAGNE"
48131648700018,LA FERME DE SARLAT
82179840200037,"EPURE, CUISINE & CONDIMENTS"
84813893900014,MAISON DE LA TOUR
83493691600016,SARL PIERRE
19280659400011,ESAT FRANÇOIS TRUFFAUT
34521291400013,GAEC EUDIER
33813548600011,LECLERC BAPEAUME
91167616100019,PHILIPPE DUMESNIL
42349038200011,EARL DE LA MARTELLERIE
78811596200011,ROUEN MAREE
89962196500016,CAUX ANIM
71204810700049,SETICO
32117714900010,ENTREMONTS VIANDES
5941745100016,MICHEL CHANCE
44350482400014,CHARVOZ LE POUL
81309135200019,LES JARDINS DE CHAMECHAUDE
84321003000014,MAECA (SPAR)
88461336500011,GAEC DU CLOS PERRIER
98196985000016,LE FOURNIL DE SAINT-PIERRE
38239726300031,DISCOFRA
49815628000014,SARBAIDIS (SUPER U)
44222176800017,SARL BOULANGERIE HOUEL
44502364100019,LHAUMOND MARTINE
38378780100018,SARL CALVET BOUSCAL
38982701500022,SARL PEGUES
38017358300010,EARL DE LAGARDE
49271194000014,SARL QUINTARD
35058856200024,ALMES ALAIN (DOMAINE DE BONIAN)
42469817300020,GUERRIER FRANCK (CHRIS & FRANCK)
38302643200013,SARL RECOULES ANTONY
44432285300011,MAISON REYNAUD
39363910900015,ENTREPRISE MICHEL LENOIR
52342302800035,BIO D'ICI D'ABORD
88267529100018,DELAMARRE BENJAMIN
34531697000010,EARL DE MESENGUY
89356197700016,DECHATRE FLORIAN (LES VOLAILLES EN FOLIE)
88157143400011,SCEA ARTERA BIO
88504758900019,SCEA LES JARDINS DE L'HERMITAGE
92040936400014,AU P'TIT BOUT D'TERRE
80180967400014,BOULANGERIE DU BLE AU FOUR
85004024700015,AUX DELICES DE MARGNY
92662021200023,SODIMARCO (INTERMARCHE)
52196928700015,EPICERIE JUMIEGES
49822201700010,GUILBERT HERVE
88335682600015,JCG
39783325200018,SA MASSEINE CARREFOUR MARKET
85372514100016,BOULANGERIE DUHAMEL
81279984900011,SAINT PHILIBERT
88290804900019,SCEA QUEMIN
94947823400014,RSG76430 (VIVAL)
88827750600018,DELOBEL (DE LA GRAINE AU PAIN)
78899427500022,BOULANGERIE DU VILLAGE
48919061100017,MONSIEUR STEPHANE TOUGARD
47860375600022,MADAME NADIA CLATOT
33518818100044,SA PHILAN (INTERMARCHE)
52241466300024,BOUCHERIE DU PILORI
91156412800013,SAS EXPOSITO (BOULANGERIE PATISSERIE)
42032960900028,MONSIEUR WILLIAM MERAT
89901441900019,DES CAPUCINES
31902600100028,BOUCHERIE LALAUZE
83197937200016,EIRL DES GREVES
78956502500010,BRUCHETTE (LA FERME DE CHOUPETTE)
43872004700010,EARL DU MARGAT (LA FOURNÉE PAYSANNE)
44148439100046,SARL COCONNIER
38440682300029,MERICQ
80071254900024,MICHEL GABRIEL
49055341900022,SARL NELFRED - AU FOURNIL DE SAINT PIERRE
90070680500018,LA FERME DE KERVANNES
75015732300015,PESCADOS LADIMAR SL
80759722400011,ETABLISSEMENTS MORICEAU
95372195800015,AUX SAVEURS DE B
89213236600014,FERME DES MARMOTTES
53047088900029,FAYON NICOLAS (LA FERME O NI DE POULES)
48939441100016,DESUDDE FRANCOIS
44260391600010,EARL BACHELERIE LAURENT
83290635800011,LE COCHON DE MARY
40305053700014,BARON DISTRIBUTION (SUPER U)
34474675500075,LUCAS JEAN-LOUIS (L'ALROZ)
33158584400011,LE BLANC THIERRY
58213743600660,PHOENIX OCP
83172075000015,LANGUE DE CHAT
49117918000014,EVREUX PRIMEURS (LIBREFRUIT)
44233350600016,MARIE ERNESTINE DAVID
44190260800013,SEE BOULANGERIE PATISSERIE GRIFFON
79249685300013,JEROME FERBURGHI
38329940100018,BOULANGERIE ESQUINANCE
58278062300010,VINS SPIRITUEUX BAXELLERIE
48009088500025,SARL DISTRICAF DIENIS
38187200100015,GAEC IRINA
30936017000018,SOC EXPL BOUCHERIE GAILLAT
32725685500039,PYRENEES - TRAITEUR - DISTRIBUTION
30196417,DISTRIBUCIONES ANGELES LECHADO LOPEZ
83073600500018,EARL LA FERME D ARRACQ
40798144800019,EARL DES CAPUCINES
50504980900013,INTER BIO NORMANDIE SERVICES
83526925900015,LE VILLAGE POTAGER
88758838200010,SARL MA MIE EST CHAUDE
93061741000012,LA BROUETTE GOURMANDE
98780381400019,FERME DE RETAL
89102565200019,PROMOCASH JULANE
89468345700010,COCORITON
32224980600025,MARASSE ET FILS
90046026200018,BOULANGERIE LA DOMATIENNE
40042169900036,CHARCUTIER TRAITEUR HERVÉ MATHEY
79424291700027,DOM'ARKET
33827701500016,GAEC DE MELLEREAU
31647452700017,GAEC SOCCARD FRERES
45014780600035,BIONOOR
67203913800074,GRANDE BOUCHERIE PREMIERE
82265407500016,TRADITIONS CHARCUTIERES BIO
44442996300028,GAEC DU RODIER
83898293200017,HUILERIE MOOG
47842660400060,CAP TRAITEUR
53080150500013,BERTHOLLET YANNICK
45176824600022,BOULANGERIE GENDRE
88947646100021,FERME MIRI'BELE
34815434500014,TRAIT'ALPES
42082276900022,MONSIEUR THIERRY GONNETON
38957263700020,LA KREMLINOISE
52346356000012,AU PAIN GOURMAND
81329767800043,TOP ATLANTIQUE PARIS (HIODEE)
85256931800011,CHRISS
42552002000016,SIMONNET FEBVRE
82448210300028,DOMAINE CHATEAU DE LA CHAIZE
38523393700023,LEMARCHAND
49921437700040,PROXI BOISSONS NORMANDIE
42809716600014,SARL DU GRANIER EN CHARTREUSE
37791577200026,CHARCUTERIE DEMI GROS GERARD DANIEL
34282228500025,SA TROIBECS
81198570400014,LES DELICES DE LA GARE
49371716900012,PETITS PAINS ET COMPAGNIE
84365966500015,Nouvelle Société Pelloille
98479485900012,GAEC les jardins de l'Ardour
48745262500014,AUX DELICES DE CAGNES
88315413000016,MARTHO
93034019500013,LANCELOT JEAN JAURES
92083665700014,LA FERME DE COMPI
89854442400010,ECLAT DES CIMES
41226928400011,LES FRUITS DES DAUPHINS
44892780600019,LES COCHONAILLES DU HAUT BOIS
43538059700011,EARL DES GRANDS CHAMPS
91235317400010,ELEVAGE BERSON
48003779500014,SOCIETE D'EXPLOITATION ARNAUD TAVENON (GAMME DES CHEFS PARIS)
43359858800013,EARL DE LA FERME DE CHATONVILLE
32833064200013,GAEC URSULE
79835477500016,LA FOURNEE DE JOINVILLE
49804115100016,GAEC LA SALORGE DE LA VERTONNE
41851878300042,SARL LES GOURMETS DE NOS FERMES
80501979100021,SOCIETE COOPERATIVE OUVRIERE PROVENCALE DE THES ET INFUSIONS (SCOP TI)
32079845700034,SA D EXPLOITATION DE SOCODIS
80131344600016,LE ZINGAM
56207142300528,UNIVAR SOLUTIONS
35247171800010,BOULANGERIE DE PARIS
82158525400021,TARTINE AND CO
81002941300053,ACOBS DOUWE EGBERTS FR SAS
82832563900015,FERME URBAINE KERSANTE SAINT DENIS
33863506300047,AGRO'NOVAE INDUSTRIE
53149313800014,LE FOURNIL DE LA BAIE
21760157400163,LA FERME DES DEUX LIONS
33104646600032,ETABLISSEMENTS BODIN ET FILS
97798693400015,BSF AGRI
97801789500019,MONSIEUR ALEXIS SFERRUZZA
39826397000012,GAEC BELLE ETOILE
48474999900013,GAEC LAIT VACH'RIE
82857908600038,COLLECTIF AU PRE
90904745800015,LES COCOTTES DE JEAN
33419028700022,SCI DU VIEUX CHENE
92127045000023,LA FERME DES DEMAINS
47320560700053,SOC EUROPEENNE DES BEURRES
38904255700048,BIO COMMINGES (BIOCOOP ST-GO)
82988796700018,LA FROMAGERIE DU PLATEAU
80917197800012,BRASSERIE DES PICS
49263842400027,AOUCATAISE
48832600000012,HISTOIRE DE GATEAUX
38502574700010,PALMER JACQUES - LE FRUITIER DU PLATEAU
31047287300127,CAFE FOLLIET
34467869300021,LES PETITS FRUITS
48505146000023,BOUCHERIE GILBERT FOURQUET
82970053300021,FERME DE PICHELOUP (MONSIEUR PATTARONE)
39163834300023,PRIM SAVEURS
89969685000028,GLACERIE MONSIEUR MADAME
88527676600015,LA CHEVRERIE DE GOUAUX
82504788900019,LA FERME DES CARLINES
38401570700027,FROMAGERIE DE MONT
80115175400018,DAVID
81038825600010,ILLY FRUITS
90849144200012,MAISON BEYNET
98430734800016,AVO'PRO 04
90477517800018,PRESTA PIN'S
84944129900018,LA FERME DES CANDIS
48813982500027,GAEC DES DEUX BEGUE
89449758500014,LE MOULIN D EUGENIE
51015051900039,PIERRE ANDRE PEREAD
80359357300014,BOULANGERIE REGNAULT
50798709700023,GILARDIS
73725012600015,LES VOLAILLES REMI RAMON
81233369800015,GOBE PATRICE & CORINNE
48043101400012,POM' EDIN
80832162400013,O CANDIE LES PRODUCTEURS DE CANDIE
30198326800014,MENISSEZ SAS
39408524500048,DISCOUNT CENTER
41094928300031,HIPPOCAMPE CARAIBES
84523834400012,FRUIDOM
39199182500012,ANTILLES FRAIS SA
40044611800012,NEC PLUS DISTRIBUTION
78929405500015,SCEA COTEAUX DE HAUTE BRUNE
44806821300017,GAEC DES MONTBELIARDES
77502216300825,ESAT LE BERGERAT
49114198200018,GAEC DU CARROIR
82051369500016,DOMAINE DU COUDRAY
89473234600016,ATYPIQUE - BRIGNAIS
89473234600016,ATYPIQUE - RUNGIS
89473234600016,ATYPIQUE - LES PENNES MIRABEAU
89940534400024,A PAIN DE LOUP
43442297800016,CAROTTE PRIMEURS
76020158200011,ETS GESLER BOUCHERIE GROS
34327523600010,GROUPEMENT AGRICOLE D'EXPLOITATION EN COMMUN RECONNU TETAZ
81793304700018,GIE LA P'TITE FERME
77556936100014,LA PERIGOURDINE COOPERATIVE AGRICOLE
21340069000227,RESTAURATION SCOLAIRE- JARDIN POTAGER BIO
33392578200026,GROUPE LOSTE DAVID MASTER
43976730200011,MONSIEUR PATRICK JULIEN
44028375200010,SUPERMARCHES FRANCE C S F
90898519500019,LES PANIERS DE SARAH
48338743700013,LETONDEUR PHILIPPE
82902217700010,GAEC PLAINE DE MALAPRADE
93164013000015,LE FOURNIL DES FREROTS
52966941800012,AGA
53533718200021,HUSO
53470535500020,NRB (NATURE ET REGIONS)
83063829200011,LA FERME DU PENQUER
48253739600020,SARL LA GRAVEIRETTE
92890378000015,EURL ATELIER WAP
50863047200019,FERME DE MALLEDENT
82319870000028,ZEMSKY CLARA
39292543400053,KAOKA
39977943800031,ROSTAIN
52786937400035,LA BIO D'ICI
91773181200017,AZC MARJEAU (CARREFOUR MARKET)
80908276100010,CIDRERIE ROZAVERN
35006431700018,CAROLIVE (ECOMARCHE - INTERMARCHE)
92193222400014,SAS LE NABIAS1450
80934509300045,BEL ESPOIR
83954708000011,CV PROD
87818930700027,M.N.M (EMOUNAH)
42458302900022,ETOILE DU LIBAN
79907202000032,LAPLACE CDP
41966073300025,SARL LE FOURNIL DE MONTREUIL
91832926900016,MOOKAMIEL
38104785100013,SAS PIERRE MIGNON
97752790200018,FERME FROMAGERE DE PENHOAT
78940137900019,GAULT-VERON
30630038500029,LACAUNE
77733557100066,LES FERMIERS OCCITANS
83962284200012,WINE HOME
51281690100015,MAISON BEAUHAIRE
87991517100026,AUVABIO
39718002700021,AUVERGNE VIANDE SA
51101507500019,GAEC DE LA CROIX DES ARBRES
41181046800016,GAEC DE LA TERRASSE
39351903800011,GAEC DES ROSIERS
83858823400016,LIMAGNE LÉGUMES
95236013900010,GAEC LA FERME D OZELLES
84081297800012,MOULIN DE LA RIBEYRE
75289589600013,LIMOUJOUX
41790599900013,FERME DES LYVAS
82159064300028,LE MARCHE DE LEZOUX
32545571500020,LES VERGERS DE BLUE WHALE
91208128800017,MM SELECTION
49985558300013,ROMAIN GRENIER-SOLIGET (ROMAIN HERVÉ)
79964781300010,LES CAVES CHATEL
42175475500013,BOULANGERIE CHANCEREL
41185421900044,BOULANGERIE GOUGEON
83257895900013,BOULANGERIE PASSION GOURMANDE
41397848700036,BIOCOOP AVRANCHES
39011769500028,LA BRULERIE FLERS
33058299000017,EARL LES VERGERS CAILLEROTS
38052431400057,LA LUTINE
42921893600038,LA FERME DES POTAGERS DE MARCOUSSIS
49131076900014,VOLAILLES DUMAS
75171546700013,POUILLOUX
72080149700028,NUTRITION ET SANTE (MILICAL)
43783875800013,MAM'ADIZA
35153429200021,SCEA DU DOMAINE DE LA VITROLLE
51399563900012,SAS Boulangerie PANAQUI
33142993600023,IMPERY VOLAILLES
83960949200013,MSD PATISSERIE
35219149800026,LE PECHE MIGNON
81061576500015,SAS AZOUNI
32561678700025,PARIS PAIN VIENNOISERIE (PANI FRANCE)
40265609400016,COUP DE PATES
38259782100737,NESPRESSO FRANCE
83267791800019,INTERMARCHE CLOMIAL
50851378500016,SOCOPA (LE NEUBOURG)
50851378500164,SOCOPA (VILLEFRANCHE D'ALLIER)
41692011400020,SICA DE L'ABATTOIR COMMUNAUTAIRE DU GRAND AUTUNOIS MORVAN
81417241700028,MONSIEUR PIERRE BOUCHOT
82497684900011,MONSIEUR FLORIAN BRENDEL
43310792700033,LES CHAMPS DU LOUP
79338448800011,FOU DE FOUGERETTE
92004685100019,GAEC DU CHAUDRON
38352661300021,GAEC JOLY
44884850700019,SOTUNDIS
48895881000019,FINE FOOD
91445216400017,VERS DE BIERE
52338800700016,SCEA DE RIVAULT
35257753000020,EARL VOILLOT
70368022300087,GINEYS SAS
52332680900028,BALICCO (SOLY NATURE)
55262010600054,CHARLES MARTIN
51046645100018,GAEC FERME LA TOUR DE FRANQUE
35335269300033,CHARCUTERIE DE THOARD
94967860100012,SAVEURS DES TRUQUES (EARL VERONIQUE)
39843068600012,GAEC DU BUISSONET
33257489600012,GAEC DE MELANIE
81300844800017,FERME DES PELISSONES
38804409100014,MONSIEUR DIDIER BARNEAUD
44098064700034,UNIFRUITS II
98211403500016,LE PANIER DE JOSEPH
98459102400018,AUX JARDINS SEYNOIS (MONSIEUR JOSHUA PEYROTTY)
51749723600011,INTERMARCHE MITAYA
51951120800026,LE FOURNIL (MONSIEUR FRANCK GIRARD)
98538503700020,PAIN LIBRE
78238555300014,COOP LAITIERE VALLEE UBAYE
90240899600010,SARL MB - Maison Beguin
49248095900013,AU PECHE VENIEL
47998612700013,SAS L ETOILE
34582029400014,GILLOT SAS
51809455200016,MONSIEUR SYLVAIN GUILLAUME
31610168200029,LA BRIOUZAINE
33822542800030,BOULANGERIE TABOURET
39203795800015,BOUCHERIE GALLAIS
79906971100015,PRIM FRAIS (SARLA)
84020829200010,PROMOCASH - MARIDIS
88779822100016,BOULANGERIE COSEMANS (SARL PRISCHKA)
37906085800014,MINOTERIE RAIMBERT
88448729900023,FERME DE BOISSE
37870021500023,SUPER U VERNOU SUR BRENNE
84096419100018,FEV DISTRIBUTION (LE PANIER DES SAVEURS)
88112753400025,O BLE DES LYS
94815980100018,STANG AR HOAT
57205832900093,FLEURY MICHON
6820068200018,ETS PIERRE BOURRE
88074006300016,AMELI Provence
30469120700050,KAFETA
38441707700029,BENETEAU
32348008700010,FASSIER
31759899300036,FRANCE CULINAIRE DEVELOPPEMENT
33447259400012,GAEC DES GABORIAUX
42307381600047,GATINE PRIMEURS
84279460400012,JARDIN BIO EN OTHE
30942014900036,SODIAL SUD-OUEST DIFFUSION ALIMENTAIRE (SODIAL)
84983979000011,SCEA DOMAINE LE CHENOT
80329577300011,PRIMARIDIS
81746326800018,BIHICH MOHAMED
41146739200014,NGD NORMANDIE GEL DISTRIBUTION (COUP DE PATES)
91264870600014,EARL LE POTAGER DES ORMES
88975662300019,LA GRANGE AUX PAINS
82833186800012,L'ECOPAIN
44278868300013,INTERMARCHE (LE RIVAGE)
45520338000023,MAISON MENEAU
